Resolución;Fecha;Resumen;Subtema;año
.103-2014-;2014;.103-2014- Declaran improcedente y fundado extremos del recurso de reconsideración interpuesto por la Empresa Consorcio Energético Huancavelica S.A. contra la Resolución   069-2014-, que modifica los Peajes de los Sistemas Secundarios de Transmisión y Sistemas Complementarios de Transmisión, para el periodo mayo 2014 – abril 2015. (e. 03/06/2014-p. 05/06/2014);Tarifarias;2014
.104-2014-;2014;.104-2014- Declaran improcedente e infundado extremos del recurso de reconsideración interpuesto por la empresa Enersur S.A. contra la Resolución   070-2014-, que modifica la Resolución   054-2013-, que fijó las tarifas y compensaciones para los Sistemas Secundarios de Transmisión y Sistemas Complementarios de Transmisión del periodo mayo 2013 – abril 2017. (e. 03/06/2014-p. 05/06/2014);Tarifarias;2014
.105-2014-;2014;.105-2014- Declaran  ha lugar la nulidad parcial e improcedente extremo del recurso de reconsideración interpuesto por la Empresa Electricidad del Perú S.A. contra la Resolución   070-2014-, que modifica la Resolución   054-2013-, que fijó las tarifas y compensaciones para los Sistemas Secundarios de Transmisión y Sistemas Complementarios de Transmisión del periodo mayo 2013 – abril 2017. (e. 03/06/2014-p. 05/06/2014);Tarifarias;2014
.106-2014-;2014;.106-2014- Disponen la publicación en la página web del  del proyecto de resolución que aprueba la rma “Procedimiento para el recocimiento de costos administrativos y operativos del FISE de las Empresas de Distribución Eléctrica en sus actividades vinculadas con el descuento en la compra del balón de gas”. (e. 03/06/2014-p. 10/06/2014);Tarifarias;2014
.106-2014-OS/GA;2014;.106-2014- Publicación de Resolución de Banda de Precios (e. 25/12/2014- p. 25/12/2014);Tarifarias;2014
.107-2014-;2014;.107-2014- Disponen la publicación en la página Web de  del proyecto de resolución que aprueba “Procedimiento para Aplicación del Mecanismo de Ingresos Garantizados del Sistema Integrado de Transporte de Hidrocarburos – Ductos de Seguridad y Gasoducto Sur Perua”, exposición de motivos e informes. (e. 03/06/2014-p. 04/06/2014);Tarifarias;2014
.112-2014-;2014;.112-2014- Declaran fundado, fundado en parte e infundado extremos del recurso de reconsideración interpuesto por la empresa Red de Energía del Perú S.A. contra la Resolución   067-2014-, que fija los Precios en Barra y los peajes del Sistema Principal de Transmisión aplicables al periodo comprendido entre el 01 de mayo de 2014 y el 30 de abril de 2015. (e. 13/06/2014- p. 17/06/2014);Tarifarias;2014
.113-2014-;2014;.113-2014- Declaran infundado y fundado extremos del recurso de reconsideración interpuesto por la empresa Consorcio Transmantaro S.A. contra la Resolución   067-2014-, que fija los Precios en Barra y los peajes del Sistema Principal de Transmisión aplicables al periodo comprendido entre el 01 de mayo de 2014 y el 30 de abril de 2015. (e. 13/06/2014- p. 17/06/2014);Tarifarias;2014
.114-2014-;2014;.114-2014- Declaran improcedente la nulidad y fundado extremos del recurso de reconsideración interpuesto por la empresa Electroperú S.A. contra la Resolución   067-2014-, que fija los Precios en Barra y los peajes del Sistema Principal de Transmisión aplicables al periodo comprendido entre el 01 de mayo de 2014 y el 30 de abril de 2015. (e. 13/06/2014- p. 17/06/2014);Tarifarias;2014
.115-2014-;2014;.115-2014- Declaran infundado el recurso de reconsideración interpuesto por la empresa Duke Energy Eger S en C. por A, contra la Resolución   067-2014-, que fija los Precios en Barra y los peajes del Sistema Principal de Transmisión aplicables al periodo comprendido entre el 01 de mayo de 2014 y el 30 de abril de 2015. (e. 13/06/2014- p. 17/06/2014);Tarifarias;2014
.116-2014-;2014;.116-2014- Aprueban Resolución Complementaria que modifica extremos de la Resolución  067-2014-, que fijó los Precios en Barra para el periodo mayo 2014 – abril 2015. (e. 13/06/2014- p. 18/06/2014);Tarifarias;2014
.117-2014-;2014;.117-2014- Declaran fundado el recurso de reconsideración interpuesto por la empresa Red de Energía del Perú S.A. contra la Resolución   069-2014-, que aprobó la Liquidación Anual de los Ingresos por el Servicio de Transmisión Eléctrica de los SST y/o SCT, para el periodo mayo 2014 – abril 2015. (e. 13/06/2014- p. 18/06/2014);Tarifarias;2014
.118-2014-;2014;.118-2014- Declaran fundado el recurso de reconsideración interpuesto por la empresa Consorcio Transmantaro S.A. contra la Resolución   069-2014-, que aprobó la Liquidación Anual de los Ingresos por el Servicio de Transmisión Eléctrica de los SST y/o SCT, para el periodo mayo 2014 – abril 2015. (e. 13/06/2014- p. 18/06/2014);Tarifarias;2014
.119-2014-;2014;.119-2014- Declaran infundados y fundado extremos del recurso de reconsideración interpuesto por la empresa Luz del Sur S.A.A. contra la Resolución   069-2014-, que aprobó la Liquidación Anual de los Ingresos por el Servicio de Transmisión Eléctrica de los SST y/o SCT, para el periodo mayo 2014 – abril 2015. (e. 13/06/2014- p. 18/06/2014);Tarifarias;2014
.120-2014-;2014;.120-2014- Aprueban Resolución Complementaria que modifica extremos de la Resolución  069-2014-, que aprobó la Liquidación Anual de los Ingresos por el Servicio de Transmisión Eléctrica de los SST y/o SCT, para el periodo mayo 2014 – abril 2015. (e. 13/06/2014- p. 18/06/2014) Corregida por Fe de Erratas publicada el 21.06.2014;Tarifarias;2014
.121-2014-;2014;.121-2014- Rectifican error material contenido en el Archivo “I-404 (Fuente Precios Sum SSe.EE).xls” de la Actualización de la Base de Datos de los Módulos Estándares de Inversión para Sistemas de Transmisión con Costos 2013 (MOD INV_2014), aprobada por Resolución   017-2014- y modificada con Resolución   056-2014-. (e. 13/06/2014- p. 18/06/2014);Tarifarias;2014
.122-2014-;2014;.122-2014- Rectifican error material contenido en el Artículo 1° de la Resolución  070-2014-, que aprobó la revisión de la Asignación de Generadores Relevantes por el uso de los Sistemas Secundarios de Transmisión. (e. 13/06/2014- p. 18/06/2014);Tarifarias;2014
.123-2014-;2014;.123-2014- Disponen publicación del proyecto de Resolución que fija la Tarifa Eléctrica Rural para Sistemas Fotovoltaicos aplicable al periodo 2014 – 2018 y se convoca a Audiencia Pública. (e. 13/06/2014- p. 18/06/2014);Tarifarias;2014
.124-2014-;2014;.124-2014- Declaran fundados extremos del recurso de reconsideración interpuesto por la Empresa de Distribución Eléctrica de Lima rte S.A.A. contra la Resolución   085-2014-, que aprobó el Factor de Balance de Potencia Coincidente en Horas de Punta, para el periodo comprendido entre el 01 de mayo de 2014 y el 30 de abril de 2015. (e. 13/06/2014- p. 18/06/2014);Tarifarias;2014
.127-2014-;2014;.127-2014- Disponen la publicación en el diario oficial El Perua del proyecto de resolución que modifica el Plan de Inversiones 2013 - 2017, aprobado por Res. 151-2012-. (e. 26/06/2014- p. 01/07/2014);Tarifarias;2014
.128-2014-;2014;.128-2014- Disponen la publicación en la página Web institucional de : del proyecto de rma “Procedimiento para la Actualización de la Base de Datos de Módulos Estándares de Transmisión”, con su exposición de motivos y los informes Nº 330-2014-GART y  334-2014-GART. (e. 26/06/2014- p. 01/07/2014);Tarifarias;2014
.129-2014-;2014;.129-2014- Fijan Margen de Reserva Rotante para la Regulación Primaria de Frecuencia del Sistema Eléctrico Interconectado Nacional para el periodo julio – diciembre de 2014. (e. 25/06/2014- p. 26/06/2014);Tarifarias;2014
.130-2014-;2014;.130-2014- Disponen la publicación del Resumen Ejecutivo del Informe Técnico  0328-2014-GART, deminado “Proceso de Cálculo del Valor Agregado de Distribución y Cargos Fijos del Periodo viembre 2013 – Octubre 2017”. (e. 26/06/2014- p. 28/06/2014 y 01/07/2014);Tarifarias;2014
.131-2014-;2014;.131-2014- Declaran improcedente por extemporáneo el recurso de reconsideración interpuesto por la empresa Janedus Trading S.A.C. contra la Resolución   086-2014-, mediante la cual, entre otras disposiciones, aprobó la Tarifa única de Distribución de Gas Natural por Red de Ductos en Lima y Callao para el periodo 214 - 2018. (e. 26/06/2014- p. 28/06/2014);Tarifarias;2014
.135-2014-;2014;".135-2014- Declaran improcedente el recurso de reconsideración interpuesto por la empresa Electrocentro S.A., contra la Resolución   083-2014-, que aprueba el Precio a Nivel Generación en Subestaciones Base para la determinación de tarifas máximas a Usuarios Regulados del Sistema Eléctrico Interconectado Nacional, y su fórmula de reajuste; al haber operado la sustracción de la materia. (e. 02/07/2014- p. 04/07/2014)";Tarifarias;2014
.136-2014-;2014;.136-2014- Declaran fundados e improcedente extremos del recurso de reconsideración interpuesto por la Empresa de Distribución Eléctrica de Lima rte S.A.A., contra la Resolución   083-2014-, que aprueba el Precio a Nivel Generación en Subestaciones Base para la determinación de tarifas máximas a Usuarios Regulados del Sistema Eléctrico Interconectado Nacional, y su fórmula de reajuste. (e. 02/07/2014- p. 04/07/2014);Tarifarias;2014
.137-2014-;2014;.137-2014- Declaran infundado el recurso de reconsideración interpuesto por la Compañía Minera Antapaccay S.A. contra la Resolución   086-2014-, mediante la cual, entre otras disposiciones, se aprobó la Tarifa única de Distribución de Gas Natural por Red de Ductos en Lima y Callao para el periodo 2014 - 2018. (e. 07/07/2014- p. 10/07/2014);Tarifarias;2014
.138-2014-;2014;.138-2014- Declaran fundado en parte e infundados extremos del recurso de reconsideración interpuesto por la empresa Enersur S.A. contra la Resolución   086-2014-, mediante la cual, entre otras disposiciones, se aprobó la Tarifa única de Distribución de Gas Natural por Red de Ductos en Lima y Callao para el periodo 2014 - 2018. (e. 07/07/2014- p. 10/07/2014);Tarifarias;2014
.139-2014-;2014;.139-2014- Declaran fundados, fundados en parte e infundados extremos del recurso de reconsideración interpuesto por la empresa Gas Natural de Lima y Callao S.A., contra la Resolución   086-2014-, mediante la cual, entre otras disposiciones, se aprobó la Tarifa única de Distribución de Gas Natural por Red de Ductos en Lima y Callao para el periodo 2014 - 2018. (e. 07/07/2014- p. 10/07/2014);Tarifarias;2014
.140-2014-;2014;.140-2014- Aprueban Resolución Complementaria que modifica extremos de la Resolución   086-2014-, mediante la cual, entre otras disposiciones, se aprobó la Tarifa única de Distribución de Gas Natural por Red de Ductos en Lima y Callao para el periodo 2014 - 2018. (e. 07/07/2014- p. 10/07/2014) Resolución corregida mediante Fe de erratas publicada el 12.07.2014;Tarifarias;2014
.141-2014-;2014;.141-2014- Disponen la publicación del Proyecto de Resolución que desestima la solicitud de la empresa Hidroeléctrica Santa Cruz S.A.C., y que, en consecuencia,  modifica el Plan de Inversiones 2013-2017, correspondiente al sistema eléctrico Tarma – Chanchamayo del Área de Demanda 5. (e. 08/07/2014- p. 11/07/2014);Tarifarias;2014
.142-2014-;2014;.142-2014- Aprueban Procedimiento Técnico COES PR-10 “Valorización de las Transferencias de Energía Activa entre Generadores integrantes del COES”. (e. 08/07/2014- p. 09/07/2014);Tarifarias;2014
.143-2014-;2014;.143-2014- Aprueban el Procedimiento Técnico COES PR-17 “Determinación de la Potencia Efectiva y Rendimiento de las Centrales Termoeléctricas”. (e. 08/07/2014- p. 11/07/2014);Tarifarias;2014
.144-2014-;2014;.144-2014- Disponen la publicación del Proyecto de Resolución que aprueba el nuevo Procedimiento Técnico COES PR-06 “Reprogramación de la Operación Diaria” y la modificación del “Glosario de Abreviaturas y Definiciones Utilizadas en los Procedimientos Técnicos del COES-SINAC”. (e. 08/07/2014- p. 11/07/2014);Tarifarias;2014
.148-2014-;2014;.148-2014- Aprueban la rma “Procedimiento para Aplicación del Mecanismo de Ingresos Garantizados del Sistema Integrado de Transporte de Hidrocarburos – Ductos de Seguridad y Gasoducto Sur Perua”. (e. 18/07/2014- p. 20/07/2014) Corregida por Fe de Erratas publicada el 23.07.2014;Tarifarias;2014
.151-2014-;2014;.151-2014- Aprueban Precio a Nivel Generación en Subestaciones Base para la determinación de las tarifas máximas a los Usuarios Regulados del Sistema Eléctrico Interconectado Nacional y su fórmula de reajuste. (e. 30/07/2014- p. 31/07/2014);Tarifarias;2014
.152-2014-;2014;.152-2014- Aprueban factores de actualización “p” para determinar los cargos unitarios por Compensación por Seguridad de Suministro de RF de Talara y RF Ilo. (e. 30/07/2014- p. 31/07/2014);Tarifarias;2014
.153-2014-;2014;.153-2014- Disponen la publicación del proyecto de resolución que aprueba el nuevo Procedimiento Técnico COES “Programación de la Operación de Corto Plazo”, conjuntamente con su exposición de motivos. (e. 30/07/2014- p. 31/07/2014);Tarifarias;2014
.154-2014-;2014;.154-2014- Disponen la publicación del proyecto de resolución que aprueba el nuevo Procedimiento Técnico COES “Criterios de Seguridad Operativa de Corto Plazo para el SEIN”, conjuntamente con su exposición de motivos. (e. 30/07/2014- p. 31/07/2014);Tarifarias;2014
.155-2014-;2014;.155-2014- Disponen la publicación del proyecto de resolución que aprueba el nuevo Procedimiento Técnico COES PR-31 “Cálculo de los Costos Variables de las Unidades de Generación”, conjuntamente con su exposición de motivos. (e. 30/07/2014- p. 31/07/2014);Tarifarias;2014
.156-2014-;2014;.156-2014- Disponen la publicación del proyecto de resolución que aprueba el nuevo Procedimiento Técnico COES PR-33 “Compensaciones de Costos Operativos Adicionales de las Unidades de Generación Térmica”, conjuntamente con su exposición de motivos. (e. 30/07/2014- p. 31/07/2014);Tarifarias;2014
.157-2014-;2014;.157-2014- Aprueban Factor de Recargo del Fondo de Compensación Social Eléctrica aplicable a cargos tarifarios de usuarios del servicio público de electricidad de los sistemas interconectados, para el periodo comprendido entre el 04 de agosto de 2014 al 31 de octubre de 2014. (e. 30/07/2014- p. 31/07/2014);Tarifarias;2014
.158-2014-;2014;.158-2014- Disponen dar cumplimiento a la sentencia emitida por la Segunda Sala Contenciosa Administrativa Transitoria de la Corte Superior de Justicia de Lima, de fecha 19 de julio de 2012, que declara nulo el Artículo 3° de la Resolución   357-2007- y retrotraer el procedimiento administrativo, respecto al extremo declarado en nulidad, al estado de encargar a la Gerencia Adjunta de Regulación Tarifaria, la elaboración de un proyecto de resolución que se pronuncie sobre dicho extremo. (e. 30/07/2014- p. 31/07/2014);Tarifarias;2014
